type,content
link,/wiki/Freemasons
link,/wiki/Jehovah%27s_Witnesses
link,/wiki/Genocide
link,#cite_note-406
link,/wiki/German_atrocities_committed_against_Soviet_prisoners_of_war
link,#cite_note-407
link,#cite_note-Overy_2004_568_569-408
link,/wiki/Nazi_concentration_camps
link,/wiki/Extermination_camp
link,/wiki/Forced_labour_under_German_rule_during_World_War_II
link,/wiki/Ostarbeiter
link,#cite_note-compensation-409
link,/wiki/File:Czeslawa_Kwoka_-_Brasse.jpg
link,/wiki/Czes%C5%82awa_Kwoka
link,/wiki/SS
link,/wiki/Auschwitz
link,#cite_note-410
link,/wiki/Nazi_human_experimentation
link,/wiki/Gulag
link,#cite_note-411
link,/wiki/Occupation_of_the_Baltic_states
link,/wiki/German_prisoners_of_war_in_the_Soviet_Union
link,#cite_note-412
link,/wiki/NKVD
link,#cite_note-413
link,/wiki/Prisoner-of-war_camp
link,/wiki/International_Military_Tribunal_for_the_Far_East
link,#cite_note-414
link,#cite_note-415
link,/wiki/Surrender_of_Japan
link,#cite_note-416
link,/wiki/East_Asia_Development_Board
link,#cite_note-zhifen2002-417
link,/wiki/Java
link,/wiki/R%C5%8Dmusha
link,#cite_note-indonesiaww2-418
link,/wiki/German-occupied_Europe
link,/wiki/Resistance_during_World_War_II
link,/wiki/Collaboration_with_Nazi_Germany_and_Fascist_Italy
link,/wiki/Collaboration_with_Imperial_Japan
link,/wiki/Nazi_plunder
link,/wiki/File:Palmiry_before_execution.jpg
link,/wiki/Palmiry_massacre
link,/wiki/Protectorate_of_Bohemia_and_Moravia
link,/wiki/Nazi_plunder
link,#cite_note-419
link,#cite_note-Milward_1979_138-420
link,"/wiki/File:Bundesarchiv_Bild_101I-031-2436-03A,_Russland,_Hinrichtung_von_Partisanen_retouched.jpg"
link,/wiki/Soviet_partisans
link,/wiki/Russian_Academy_of_Sciences
link,/wiki/World_War_II_casualties_of_the_Soviet_Union
link,/wiki/Lebensraum
link,/wiki/Scorched_earth
link,#cite_note-Milward_1992_148-421
link,/wiki/Racial_policy_of_Nazi_Germany
link,/wiki/Untermensch
link,/wiki/Generalplan_Ost
link,#cite_note-422
link,/wiki/Nazi_crimes_against_the_Polish_nation
link,#cite_note-423
link,/wiki/Wikipedia:NOTRS
link,/wiki/Resistance_during_World_War_II
link,#cite_note-424
link,#cite_note-425
link,/wiki/Greater_East_Asia_Co-Prosperity_Sphere
link,/wiki/Hegemony
link,#cite_note-426
link,/wiki/Japanese_war_crimes
link,#cite_note-GSWW6_266-427
link,#cite_note-GSWW6_266-427
link,/wiki/Military_production_during_World_War_II
link,/wiki/Home_front_during_World_War_II
link,/wiki/File:World_War_II_Allies_to_Axis_GDP_Ratio.svg
link,#cite_note-428
link,#cite_note-6Econ3-429
link,#cite_note-6Econ3-429
link,#cite_note-430
link,/wiki/Attrition_warfare
link,#cite_note-6Econ2-431
link,/wiki/Workforce
link,#cite_note-432
link,/wiki/Strategic_bombing_during_World_War_II
link,#cite_note-433
link,/wiki/War_economy
link,#cite_note-434
link,#cite_note-435
link,/wiki/Slavery
link,#cite_note-436
link,/wiki/Forced_labour_under_German_rule_during_World_War_II
link,#cite_note-compensation-409
link,/wiki/Slavery_in_Japan
link,#cite_note-zhifen2002-417
link,#cite_note-indonesiaww2-418
link,/wiki/Technology_during_World_War_II
link,"/wiki/File:Bundesarchiv_Bild_146-1978-Anh.026-01,_Peenem%C3%BCnde,_V2_beim_Start.jpg"
link,/wiki/V-2_rocket
link,/wiki/Peenem%C3%BCnde
link,/wiki/Reconnaissance_aircraft
link,/wiki/Fighter_aircraft
link,/wiki/Bomber
link,/wiki/Close_air_support
link,/wiki/Airlift
link,#cite_note-EncWWII_76-437
link,/wiki/Strategic_bombing
link,#cite_note-438
link,/wiki/Anti-aircraft_warfare
link,/wiki/Radar
link,/wiki/Proximity_fuze
link,/wiki/Jet_aircraft
link,#cite_note-439
link,/wiki/Naval_warfare
link,/wiki/Aircraft_carrier
link,/wiki/Submarine
link,/wiki/Aeronautics
link,/wiki/Battle_of_Taranto
link,/wiki/Attack_on_Pearl_Harbor
link,/wiki/Battle_of_the_Coral_Sea
link,#cite_note-EncWWII_163-440
link,#cite_note-441
link,#cite_note-442
link,/wiki/Escort_carrier
link,/wiki/Mid-Atlantic_gap
link,#cite_note-443
link,/wiki/Battleship
link,#cite_note-444
link,#cite_note-445
link,/wiki/World_War_I
link,#cite_note-Bur&Ryd_1995_15-446
link,/wiki/Anti-submarine_warfare
link,/wiki/Anti-submarine_weapon
link,/wiki/Sonar
link,/wiki/Type_VII_submarine
link,/wiki/Wolfpack_(naval_tactic)
link,#cite_note-Bur&Ryd_1995_16-447
link,/wiki/Wikipedia:NOTRS
link,/wiki/Leigh_Light
link,/wiki/Hedgehog_(weapon)
link,/wiki/Squid_(weapon)
link,/wiki/Mark_24_mine
link,#cite_note-448
link,/wiki/File:Trinity_device_readied.jpg
link,/wiki/Alamogordo_Bombing_and_Gunnery_Range
link,/wiki/Trinity_(nuclear_test)
link,/wiki/New_Mexico
link,/wiki/Land_warfare
link,/wiki/Trench_warfare
link,/wiki/Artillery
link,/wiki/Infantry
link,/wiki/Cavalry
link,/wiki/Combined_arms
link,/wiki/Tank
link,#cite_note-EncWWII_125-449
link,#cite_note-450
link,/wiki/Tanks_in_World_War_II
link,#cite_note-451
link,#cite_note-452
link,#cite_note-EncWWII_108-453
link,#cite_note-EncWWII_125-449
link,/wiki/Anti-tank_warfare
link,/wiki/Indirect_fire
link,/wiki/Anti-tank_gun
link,/wiki/Self-propelled_artillery
link,/wiki/Anti-tank_mine
link,#cite_note-EncWWII_108-453
link,#cite_note-EncWWII_734-454
link,#cite_note-Comp_221-455
link,/wiki/MG_34
link,/wiki/Submachine_gun
link,/wiki/Close_combat
link,#cite_note-Comp_221-455
link,/wiki/Assault_rifle
link,#cite_note-456
link,/wiki/Codebook
link,/wiki/Cryptography
link,/wiki/Cipher
link,/wiki/Enigma_machine
link,#cite_note-457
link,/wiki/SIGINT
link,/wiki/Cryptanalysis
link,/wiki/Japanese_naval_codes
link,#cite_note-Schoenherr-458
link,/wiki/Ultra_(cryptography)
link,/wiki/Bombe#The_British_Bombe
link,/wiki/Cipher_Bureau_(Poland)#Gift_to_allies
link,#cite_note-459
link,/wiki/Military_intelligence
link,/wiki/Deception
link,/wiki/Operation_Mincemeat
link,/wiki/Operation_Bodyguard
link,#cite_note-Schoenherr-458
link,#cite_note-460
link,/wiki/Z3_(computer)
link,/wiki/Colossus_computer
link,/wiki/ENIAC
link,/wiki/V-1_flying_bomb
link,/wiki/V-2_rocket
link,/wiki/Manhattan_Project
link,/wiki/Nuclear_weapon
link,/wiki/Operations_research
link,/wiki/Mulberry_harbour
link,/wiki/Operation_Pluto
link,#cite_note-461
link,/wiki/Penicillin
link,/wiki/History_of_penicillin
link,#cite_note-462
link,/wiki/Opposition_to_World_War_II
link,/wiki/World_War_III
link,#cite_ref-1
link,#Start_and_end_dates
link,#cite_ref-2
link,#cite_ref-71
link,/wiki/United_Kingdom_declaration_of_war_on_Germany_(1939)
link,/wiki/French_declaration_of_war_on_Germany_(1939)
link,#cite_ref-364
link,/wiki/East_Germany
link,/wiki/Hungarian_People%27s_Republic
link,/wiki/Romanian_People%27s_Republic
link,/wiki/People%27s_Republic_of_Bulgaria
link,/wiki/Marshall_Plan
link,/wiki/Bibliography_of_World_War_II
link,#cite_ref-FOOTNOTEWeinberg20056_3-0
link,#CITEREFWeinberg2005
link,#cite_ref-4
link,/wiki/Rowman_%26_Littlefield
link,#cite_ref-5
link,/wiki/Cambridge
link,/wiki/Cambridge_University_Press
link,#cite_ref-FOOTNOTEFörsterGessler200564_6-0
link,#CITEREFFörsterGessler2005
link,#cite_ref-7
link,#cite_ref-8
link,//archive.org/details/worldwariiameric00polm
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3945-8530-7
link,#cite_ref-9
link,https://go.gale.com/ps/i.do?p=AONE&sw=w&issn=00084107&v=2.1&it=r&id=GALE%7CA18672225&sid=googleScholar&linkaccess=abs
link,/wiki/Doi_(identifier)
link,https://doi.org/10.3138%2Fcjh.31.2.257
link,/wiki/ISSN_(identifier)
link,https://search.worldcat.org/issn/0008-4107
link,https://web.archive.org/web/20230307200155/https://go.gale.com/ps/i.do?p=AONE&sw=w&issn=00084107&v=2.1&it=r&id=GALE%7CA18672225&sid=googleScholar&linkaccess=abs&userGroupName=nm_p_oweb&isGeoAuthType=true
link,#cite_ref-10
link,#CITEREFBen-Horin1943
link,#CITEREFTaylor1979
link,#CITEREFTaylor1961
link,//archive.org/details/americanhistorye00kell
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7641-1973-6
link,/wiki/European_Civil_War
link,/wiki/Second_Thirty_Years%27_War
link,#CITEREFCanfora2006
link,#CITEREFPrins2002
link,#cite_ref-FOOTNOTEBeevor201210_11-0
link,#CITEREFBeevor2012
link,#cite_ref-12
link,https://www.npr.org/2017/03/10/519462137/in-many-ways-author-says-spanish-civil-war-was-the-first-battle-of-wwii
link,/wiki/Fresh_Air
link,https://web.archive.org/web/20210416013707/https://www.npr.org/2017/03/10/519462137/in-many-ways-author-says-spanish-civil-war-was-the-first-battle-of-wwii
link,#cite_ref-13
link,https://www.jstor.org/stable/40105814
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1080%2F07075332.1987.9640449
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/40105814
link,https://web.archive.org/web/20220201143429/https://www.jstor.org/stable/40105814
link,#cite_ref-FOOTNOTEMasaya19904_14-0
link,#CITEREFMasaya1990
link,#cite_ref-15
link,https://usa.usembassy.de/etexts/2plusfour8994e.htm
link,https://web.archive.org/web/20120507180629/https://usa.usembassy.de/etexts/2plusfour8994e.htm
link,#cite_ref-16
link,https://asiatimes.com/article/fact-box-japan-russia-never-signed-wwii-peace-treaty/
link,https://web.archive.org/web/20180604072306/https://www.atimes.com/article/fact-box-japan-russia-never-signed-wwii-peace-treaty
link,/wiki/Wayback_Machine
link,#cite_ref-nyt_17-0
link,https://www.nytimes.com/1956/10/20/archives/texts-of-sovietjapanese-statements-peace-declaration-trade-protocol.html?sq=Soviet-Japanese+Joint+Declaration&scp=1&st=p
link,https://web.archive.org/web/20211209133402/https://www.nytimes.com/1956/10/20/archives/texts-of-sovietjapanese-statements-peace-declaration-trade-protocol.html?sq=Soviet-Japanese+Joint+Declaration&scp=1&st=p
link,/wiki/Wayback_Machine
link,/wiki/The_New_York_Times
link,#cite_ref-18
link,https://www.gilderlehrman.org/history-resources/teaching-resource/historical-context-global-effect-world-war-i
link,https://web.archive.org/web/20240304193001/https://www.gilderlehrman.org/history-resources/teaching-resource/historical-context-global-effect-world-war-i
link,#cite_ref-19
link,https://www.irishtimes.com/culture/heritage/paris-peace-treaties-failed-to-create-a-secure-peaceful-and-lasting-world-order-1.3745849
link,/wiki/The_Irish_Times
link,https://web.archive.org/web/20210814213229/https://www.irishtimes.com/culture/heritage/paris-peace-treaties-failed-to-create-a-secure-peaceful-and-lasting-world-order-1.3745849
link,#cite_ref-FOOTNOTEIngram2006[httpsbooksgooglecombooksidbREQibN9i-sCpgPA76_76–78]_20-0
link,#CITEREFIngram2006
link,https://books.google.com/books?id=bREQibN9i-sC&pg=PA76
link,#cite_ref-FOOTNOTEKantowicz1999149_21-0
link,#CITEREFKantowicz1999
link,#cite_ref-FOOTNOTEShaw200035_22-0
link,#CITEREFShaw2000
link,#cite_ref-FOOTNOTEBrody19994_23-0
link,#CITEREFBrody1999
link,#cite_ref-FOOTNOTEZalampas198962_24-0
link,#CITEREFZalampas1989
link,#cite_ref-25
link,#CITEREFMandelbaum1988
link,#CITEREFRecord2005
link,#cite_ref-FOOTNOTESchmitz2000124_26-0
link,#CITEREFSchmitz2000
link,#cite_ref-FOOTNOTEAdamthwaite199252_27-0
link,#CITEREFAdamthwaite1992
link,#cite_ref-FOOTNOTEShirer1990298–299_28-0
link,#CITEREFShirer1990
link,#cite_ref-FOOTNOTEPreston1998104_29-0
link,#CITEREFPreston1998
link,#cite_ref-FOOTNOTEMyersPeattie1987458_30-0
link,#CITEREFMyersPeattie1987
link,#cite_ref-FOOTNOTESmithSteadman200428_31-0
link,#CITEREFSmithSteadman2004
link,#cite_ref-32
link,#CITEREFCoogan1993
link,#cite_ref-FOOTNOTEBusky200210_33-0
link,#CITEREFBusky2002
link,#cite_ref-34
link,https://books.google.com/books?id=GtCL2OYsH6wC
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-4129-8176-7
link,https://web.archive.org/web/20230307201327/https://books.google.com/books?id=GtCL2OYsH6wC
link,#cite_ref-FOOTNOTEBarker1971131–132_35-0
link,#CITEREFBarker1971
link,#cite_ref-FOOTNOTEShirer1990289_36-0
link,#CITEREFShirer1990
link,#cite_ref-FOOTNOTEKitson2001231_37-0
link,#CITEREFKitson2001
link,#cite_ref-FOOTNOTENeulen200025_38-0
link,#CITEREFNeulen2000
link,#cite_ref-FOOTNOTEPayne2008271_39-0
link,#CITEREFPayne2008
link,#cite_ref-FOOTNOTEPayne2008146_40-0
link,#CITEREFPayne2008
link,#cite_ref-FOOTNOTEEastman1986547–551_41-0
link,#CITEREFEastman1986
link,#cite_ref-Hsu_&_Chang_1971_221_42-0
link,#CITEREFHsuChang1971
link,#cite_ref-Tucker2009_43-0
link,https://books.google.com/books?id=h5_tSnygvbIC&pg=PA1873
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-8510-9672-5
link,https://web.archive.org/web/20230307201303/https://books.google.com/books?id=h5_tSnygvbIC&pg=PA1873
link,#cite_ref-yang_44-0
link,#cite_ref-45
link,#cite_ref-tot_46-0
link,#cite_ref-FOOTNOTEHsuChang1971221–230_47-0
link,#CITEREFHsuChang1971
link,#cite_ref-FOOTNOTEEastman1986566_48-0
link,#CITEREFEastman1986
link,#cite_ref-FOOTNOTETaylor2009150–152_49-0
link,#CITEREFTaylor2009
link,#cite_ref-FOOTNOTESella1983651–687_50-0
link,#CITEREFSella1983
link,#cite_ref-FOOTNOTEBeevor2012342_51-0
link,#CITEREFBeevor2012
link,#cite_ref-52
link,https://thediplomat.com/2012/08/the-forgotten-soviet-japanese-war-of-1939
link,https://web.archive.org/web/20150629092821/https://thediplomat.com/2012/08/the-forgotten-soviet-japanese-war-of-1939
link,#cite_ref-53
link,https://www.militaryhistoryonline.com/20thcentury/articles/nomonhan.aspx
link,https://web.archive.org/web/20051124070956/https://www.militaryhistoryonline.com/20thcentury/articles/nomonhan.aspx
link,#cite_ref-FOOTNOTECollierPedley2000144_54-0
link,#CITEREFCollierPedley2000
link,#cite_ref-FOOTNOTEKershaw2001121–122_55-0
link,#CITEREFKershaw2001
link,#cite_ref-FOOTNOTEKershaw2001157_56-0
link,#CITEREFKershaw2001
link,#cite_ref-FOOTNOTEDavies2006pp._143–144_(2008_ed.)_57-0
link,#CITEREFDavies2006
link,#cite_ref-FOOTNOTEShirer1990461–462_58-0
link,#CITEREFShirer1990
link,#cite_ref-FOOTNOTELoweMarzari2002330_59-0
link,#CITEREFLoweMarzari2002
link,#cite_ref-FOOTNOTEDearFoot2001234_60-0
link,#CITEREFDearFoot2001
link,#cite_ref-FOOTNOTEShirer1990471_61-0
link,#CITEREFShirer1990
link,#cite_ref-FOOTNOTEShore2003108_62-0
link,#CITEREFShore2003
link,#cite_ref-63
link,/wiki/Doi_(identifier)
link,https://doi.org/10.1080%2F713663077
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/153322
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:144385167
link,#cite_ref-FOOTNOTEDearFoot2001608_64-0
link,#CITEREFDearFoot2001
link,#cite_ref-65
link,https://www.ibiblio.org/hyperwar/USA/DAP-Poland/Campaign-II.html#chapter5
link,https://web.archive.org/web/20140524013551/https://www.ibiblio.org/hyperwar/USA/DAP-Poland/Campaign-II.html#chapter5
link,#cite_ref-ww2db_com_66-0
link,#cite_ref-ww2db_com_66-1
link,https://ww2db.com/battle_spec.php?battle_id=162
link,https://web.archive.org/web/20160505010109/https://ww2db.com/battle_spec.php?battle_id=162
link,#cite_ref-ibiblio1939_67-0
link,#cite_ref-ibiblio1939_67-1
link,https://www.ibiblio.org/pha/events/1939.html
link,https://web.archive.org/web/20130310103815/https://www.ibiblio.org/pha/events/1939.html
link,#cite_ref-68
link,"https://www.polskieradio.pl/10/512/artykul/715295,historyczna-fotografia-bylo-pozowana-ustawka"
link,#cite_ref-FOOTNOTEEvans20081–2_69-0
link,#CITEREFEvans2008
link,#cite_ref-Zabecki2015_70-0
link,https://books.google.com/books?id=Mq_lCAAAQBAJ&pg=PT1663
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-1-1358-1242-3
link,https://web.archive.org/web/20230307201256/https://books.google.com/books?id=Mq_lCAAAQBAJ&pg=PT1663
link,#cite_ref-Keegan_1997_35_72-0
link,#CITEREFKeegan1997
link,#CITEREFCienciala2010
link,#cite_ref-73
link,#CITEREFBeevor2012
link,#CITEREFDearFoot2001
link,#CITEREFRoskill1954
link,#cite_ref-74
link,https://www.history.co.uk/history-of-ww2/battle-of-the-atlantic
link,https://web.archive.org/web/20220520073745/https://www.history.co.uk/history-of-ww2/battle-of-the-atlantic
link,"#cite_ref-FOOTNOTEZaloga200280,_83_75-0"
link,#CITEREFZaloga2002
link,#cite_ref-76
link,/wiki/Doi_(identifier)
link,https://doi.org/10.2307%2F2195670
link,/wiki/JSTOR_(identifier)
link,https://www.jstor.org/stable/2195670
link,/wiki/S2CID_(identifier)
link,https://api.semanticscholar.org/CorpusID:146904066
link,#cite_ref-FOOTNOTEHempel200524_77-0
link,#CITEREFHempel2005
link,#cite_ref-FOOTNOTEZaloga200288–89_78-0
link,#CITEREFZaloga2002
link,#cite_ref-79
link,#cite_ref-FOOTNOTELiddell_Hart197739–40_80-0
link,#CITEREFLiddell_Hart1977
link,"#cite_ref-FOOTNOTEBullock1990pp._563–564,_566,_568–569,_574–575_(1983_ed.)_81-0"
link,#CITEREFBullock1990
link,#cite_ref-82
link,/wiki/Len_Deighton
link,/wiki/Blitzkrieg:_From_the_Rise_of_Hitler_to_the_Fall_of_Dunkirk
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-2240-1648-3
link,#cite_ref-FOOTNOTESmithPabriksPursLane200224_83-0
link,#CITEREFSmithPabriksPursLane2002
link,#cite_ref-FOOTNOTEBilinsky19999_84-0
link,#cite_ref-FOOTNOTEBilinsky19999_84-1
link,#CITEREFBilinsky1999
link,#cite_ref-FOOTNOTEMurrayMillett200155–56_85-0
link,#CITEREFMurrayMillett2001
link,#cite_ref-FOOTNOTESpring1986207–226_86-0
link,#CITEREFSpring1986
link,#cite_ref-87
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-7146-4753-1
link,#cite_ref-88
link,https://www.warhistoryonline.com/war-articles/winter-war-finland.html
link,https://web.archive.org/web/20211219185618/https://www.warhistoryonline.com/war-articles/winter-war-finland.html
link,#cite_ref-FOOTNOTEHanhimäki199712_89-0
link,#CITEREFHanhimäki1997
link,"#cite_ref-FOOTNOTEDearFoot2001745,_975_90-0"
link,#CITEREFDearFoot2001
link,#cite_ref-Haynes-2000_91-0
link,https://books.google.com/books?id=b_I-AQAAIAAJ
link,/wiki/Palgrave_Macmillan
link,/wiki/ISBN_(identifier)
link,/wiki/Special:BookSources/978-0-3122-3260-3
link,https://web.archive.org/web/20230307201243/https://books.google.com/books?id=b_I-AQAAIAAJ
link,#cite_ref-92
link,"#cite_ref-FOOTNOTEFerguson2006367,_376,_379,_417_93-0"
link,#CITEREFFerguson2006
link,#cite_ref-FOOTNOTESnyder2010118ff_94-0
link,#CITEREFSnyder2010
link,"#cite_ref-FOOTNOTEKoch1983912–914,_917–920_95-0"
link,#CITEREFKoch1983
link,#cite_ref-FOOTNOTERoberts200656_96-0
link,#CITEREFRoberts2006
link,#cite_ref-FOOTNOTERoberts200659_97-0
link,#CITEREFRoberts2006
link,#cite_ref-98
link,#CITEREFMurrayMillett2001
link,#cite_ref-FOOTNOTECommager20049_99-0
link,#CITEREFCommager2004
link,#cite_ref-FOOTNOTEReynolds200676_100-0
link,#CITEREFReynolds2006
link,#cite_ref-FOOTNOTEEvans2008122–123_101-0
link,#CITEREFEvans2008
link,#cite_ref-FOOTNOTEKeegan199759–60_102-0
link,#CITEREFKeegan1997
link,#cite_ref-FOOTNOTERegan2004152_103-0
link,#CITEREFRegan2004
link,#cite_ref-FOOTNOTELiddell_Hart197748_104-0
link,#CITEREFLiddell_Hart1977
link,#cite_ref-FOOTNOTEKeegan199766–67_105-0
link,#CITEREFKeegan1997
link,#cite_ref-FOOTNOTEOveryWheatcroft1999207_106-0
link,#CITEREFOveryWheatcroft1999
link,#cite_ref-FOOTNOTEUmbreit1991311_107-0
link,#CITEREFUmbreit1991
link,#cite_ref-FOOTNOTEBrown2004198_108-0
link,#CITEREFBrown2004
link,#cite_ref-FOOTNOTEKeegan1997[httpsbooksgooglecombooksidTF8kcx9hTssCpgPA72_72]_109-0
link,#CITEREFKeegan1997
link,https://books.google.com/books?id=TF8kcx9hTssC&pg=PA72
link,#cite_ref-Murray_BoB_110-0
link,#cite_ref-Murray_BoB_110-1
link,#CITEREFMurray1983
link,https://www.ibiblio.org/hyperwar/AAF/AAF-Luftwaffe/AAF-Luftwaffe-2.html#cn70
link,#cite_ref-FOOTNOTEDearFoot2001108–109_111-0
link,#CITEREFDearFoot2001
link,#cite_ref-112
link,#CITEREFGoldstein2004
link,#cite_ref-113
link,#CITEREFSteury1987
link,#CITEREFZetterlingTamelander2009
link,#cite_ref-FOOTNOTEOveryWheatcroft1999328–330_114-0
link,#CITEREFOveryWheatcroft1999
link,#cite_ref-FOOTNOTEMaingot199452_115-0
link,#CITEREFMaingot1994
link,#cite_ref-FOOTNOTECantril1940390_116-0
link,#CITEREFCantril1940
link,#cite_ref-ibiblio_1940_117-0
